Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
22,K198,P.S. 198 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001113576
22,K198,P.S. 198 - BROOKLYN,SCA CIP RESOA,FY24 RESO A (MA) CAFETERIA UPGRADE,Scope,Complete,11/21/2023,3/26/2024,3/29/2024,0,21607.00,21607.00,DSF0001086022
22,K198,P.S. 198 - BROOKLYN,SCA CIP RESOA,FY24 RESO A (MA) CAFETERIA UPGRADE,Design,In-Progress,4/17/2024,9/3/2024,,77013,64012.00,39814.00,DSF0001086022
22,K198,P.S. 198 - BROOKLYN,SCA CIP RESOA,FY24 RESO A (MA) CAFETERIA UPGRADE,Construction,PNS,PNS,PNS,PNS,1129530,1129530.00,18226.00,DSF0001086022
22,K198,P.S. 198 - BROOKLYN,SCA CIP RESOA,FY24 RESO A (MA) CAFETERIA UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,77013,77013.00,24194.00,DSF0001086022
22,K198,P.S. 198 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A (MA) CAFETERIA UPGRADE,Scope,Complete,4/9/2024,7/11/2024,6/10/2024,12008,12008.00,12008.00,DSF0001087017
22,K198,P.S. 198 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A (MA) CAFETERIA UPGRADE,Design,In-Progress,6/17/2024,10/16/2024,,8126,8126.00,8126.00,DSF0001087017
22,K198,P.S. 198 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A (MA) CAFETERIA UPGRADE,Construction,PNS,PNS,PNS,PNS,14471,14471.00,0.00,DSF0001087017
22,K198,P.S. 198 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A (MA) CAFETERIA UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,4123,4123.00,4123.00,DSF0001087017
22,K198,P.S. 198 - BROOKLYN,SCA CIP RESOA,FY25 RESO A AUDITORIUM UPGRADE,Scope,In-Progress,2/25/2025,6/26/2025,,0,19261.00,235.00,DSF0001112607
22,K198,P.S. 198 - BROOKLYN,SCA CIP RESOA,FY25 RESO A AUDITORIUM UPGRADE,Design,PNS,PNS,PNS,PNS,60000,40739.00,939.00,DSF0001112607
22,K198,P.S. 198 - BROOKLYN,SCA CIP RESOA,FY25 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,880000,880000.00,0.00,DSF0001112607
22,K198,P.S. 198 - BROOKLYN,SCA CIP RESOA,FY25 RESO A AUDITORIUM UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,60000,60000.00,0.00,DSF0001112607
22,K198,P.S. 198 - BROOKLYN,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,100000.00,0.00,DSF0001033500
22,K198,P.S. 198 - BROOKLYN,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,12/2/2024,DIIR,2/14/2025,DIIR,100000.00,100000.00,DSF0001035468
22,K198,P.S. 198 - BROOKLYN,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,12/16/2024,DIIR,2/14/2025,DIIR,100000.00,100000.00,DSF0001086023
22,K203,P.S. 203 - BROOKLYN,DIIT - RESOA,FY14 RESO A SECURITY CAMERAS,Purch & Install,PNS,PNS,PNS,PNS,DIIR,180000.00,0.00,DSF0000798932
22,K203,P.S. 203 - BROOKLYN,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,100000.00,0.00,DSF0001112613
22,K203,P.S. 203 - BROOKLYN,DOE - RESOA,FY21 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,1/6/2023,DOER,,DOER,313052.00,0.00,DSF0001008329
22,K203,P.S. 203 - BROOKLYN,DOE - RESOA,FY23 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,250000.00,0.00,DSF0001035470
22,K203,K771 SPED - BROOKLYN,DOE - RESOA,FY25 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,50000.00,0.00,DSF0001112612
22,K206,P.S. 206 - BROOKLYN,SCA Capacity,ADDITION,Scope,Complete,5/10/2022,8/26/2022,8/26/2022,1192000,1138758.00,859361.00,DSF0000911846
22,K206,P.S. 206 - BROOKLYN,SCA Capacity,ADDITION,Design,Complete,8/29/2022,3/3/2023,4/12/2023,5364000,3037163.00,1785936.00,DSF0000911846
22,K206,P.S. 206 - BROOKLYN,SCA Capacity,ADDITION,Construction,In-Progress,2/21/2024,9/3/2026,,67646000,60844661.00,5549410.00,DSF0000911846
22,K206,P.S. 206 - BROOKLYN,SCA Capacity,ADDITION,"CM,Art,F&E",In-Progress,2/21/2024,9/3/2026,,9536000,4827692.00,1437138.00,DSF0000911846
22,K206,P.S. 206 - BROOKLYN,SCA CIP,EXISTING BUILDING/ELECTRICAL SYSTEMS UPGRADE / EXISTING BUILDING/FIRE ALARM UPGRADE / EXISTING BUILDING-EXISTING BUILDING-INTERIOR RENOVATIONS/PROGRAM ACCESSIBILITY,Scope,Complete,9/21/2022,1/26/2023,3/13/2023,91591,97679.00,62772.00,"DSF0000911846, DSF0000911846, DSF0000911846"
22,K206,P.S. 206 - BROOKLYN,SCA CIP,EXISTING BUILDING/ELECTRICAL SYSTEMS UPGRADE / EXISTING BUILDING/FIRE ALARM UPGRADE / EXISTING BUILDING-EXISTING BUILDING-INTERIOR RENOVATIONS/PROGRAM ACCESSIBILITY,Design,Complete,3/15/2023,8/15/2023,10/23/2023,455057,240253.00,228766.00,"DSF0000911846, DSF0000911846, DSF0000911846"
22,K206,P.S. 206 - BROOKLYN,SCA CIP,EXISTING BUILDING/ELECTRICAL SYSTEMS UPGRADE / EXISTING BUILDING/FIRE ALARM UPGRADE / EXISTING BUILDING-EXISTING BUILDING-INTERIOR RENOVATIONS/PROGRAM ACCESSIBILITY,Construction,PNS,PNS,PNS,PNS,9987974,9987974.00,17216.00,"DSF0000911846, DSF0000911846, DSF0000911846"
22,K206,P.S. 206 - BROOKLYN,SCA CIP,EXISTING BUILDING/ELECTRICAL SYSTEMS UPGRADE / EXISTING BUILDING/FIRE ALARM UPGRADE / EXISTING BUILDING-EXISTING BUILDING-INTERIOR RENOVATIONS/PROGRAM ACCESSIBILITY,"CM,F&E",PNS,PNS,PNS,PNS,662886,662886.00,48337.00,"DSF0000911846, DSF0000911846, DSF0000911846"
22,K206,P.S. 206 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,2/14/2023,6/14/2023,3/2/2023,3779,1385.00,1385.00,DSF0001034646
22,K206,P.S. 206 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,3/2/2023,8/25/2023,5/3/2023,17007,5539.00,5539.00,DSF0001034646
22,K206,P.S. 206 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,11/20/2023,11/18/2024,,219208,200360.00,180342.00,DSF0001034646
22,K206,P.S. 206 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,11/20/2023,11/18/2024,,100584,121262.00,117148.00,DSF0001034646
22,K206,P.S. 206 - BROOKLYN,SCA IEH,PO18-ABATE WASTE PIPE COVERING IN ROOM 280 SPACE ID#3280,Construction,Complete,2/11/2025,IEH,2/26/2025,IEH,1393.00,1393.00,SCA0000073900
22,K206,P.S. 206 - BROOKLYN,DOE - RESOA,FY19 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,4/8/2020,DOER,,DOER,406745.00,0.00,DSF0000890764
22,K206,P.S. 206 - BROOKLYN,DOE - RESOA,FY21 RESO A SUPPLEMENTAL COOLING,Construction,In-Progress,8/30/2023,DOER,,DOER,457374.00,0.00,DSF0001008339
22,K206,P.S. 206 - BROOKLYN,DOE - RESOA,FY22 RESO A CAFETERIA UPGRADE,Construction,In-Progress,11/21/2023,DOER,,DOER,456428.00,0.00,DSF0001033502
22,K206,P.S. 206 - BROOKLYN,DOE - RESOA,FY23 RESO A GYMNASIUM UPGRADE,Construction,In-Progress,7/1/2024,DOER,,DOER,443040.00,0.00,DSF0001035472
22,K207,P.S. 207 - BROOKLYN,SCA CIP,FLOOD ELIMINATION / EXTERIOR MASONRY / WINDOWS,Scope,Complete,5/7/2021,9/22/2021,11/16/2021,158000,187017.00,177229.00,"DSF0000987895, DSF0000987898, DSF0001034923"
22,K207,P.S. 207 - BROOKLYN,SCA CIP,FLOOD ELIMINATION / EXTERIOR MASONRY / WINDOWS,Design,Complete,11/17/2021,4/21/2022,5/11/2022,790000,573129.00,573129.00,"DSF0000987895, DSF0000987898, DSF0001034923"
22,K207,P.S. 207 - BROOKLYN,SCA CIP,FLOOD ELIMINATION / EXTERIOR MASONRY / WINDOWS,Construction,In-Progress,9/12/2022,9/10/2024,,17775000,17164608.00,14945603.00,"DSF0000987895, DSF0000987898, DSF0001034923"
22,K207,P.S. 207 - BROOKLYN,SCA CIP,FLOOD ELIMINATION / EXTERIOR MASONRY / WINDOWS,"CM,F&E",In-Progress,9/12/2022,9/10/2024,,1107166,1185009.00,1183611.00,"DSF0000987895, DSF0000987898, DSF0001034923"
22,K207,P.S. 207 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,2/15/2023,6/15/2023,3/13/2023,4077,696.00,696.00,DSF0001034579
22,K207,P.S. 207 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,3/13/2023,9/6/2023,5/3/2023,18346,2785.00,2785.00,DSF0001034579
22,K207,P.S. 207 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,11/20/2023,11/18/2024,,236463,215840.00,188035.00,DSF0001034579
22,K207,P.S. 207 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,11/20/2023,11/18/2024,,100721,125967.00,121853.00,DSF0001034579
22,K207,P.S. 207 - BROOKLYN,SCA CIP RESOA,FY24 RESO A SCIENCE LAB UPGRADE,Scope,Complete,3/21/2024,7/8/2024,8/22/2024,0,20071.00,20071.00,DSF0001086024
22,K207,P.S. 207 - BROOKLYN,SCA CIP RESOA,FY24 RESO A SCIENCE LAB UPGRADE,Design,In-Progress,8/30/2024,2/5/2025,,60000,39929.00,3933.00,DSF0001086024
22,K207,P.S. 207 - BROOKLYN,SCA CIP RESOA,FY24 RESO A SCIENCE LAB UPGRADE,Construction,PNS,PNS,PNS,PNS,880000,880000.00,531.00,DSF0001086024
22,K207,P.S. 207 - BROOKLYN,SCA CIP RESOA,FY24 RESO A SCIENCE LAB UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,60000,60000.00,34731.00,DSF0001086024
22,K207,P.S. 207 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE,Scope,Complete,3/21/2024,6/21/2024,8/22/2024,0,0.00,0.00,DSF0001087018
22,K207,P.S. 207 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE,Design,In-Progress,9/20/2024,1/28/2025,,7365,7365.00,0.00,DSF0001087018
22,K207,P.S. 207 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE,Construction,PNS,PNS,PNS,PNS,108013,108013.00,0.00,DSF0001087018
22,K207,P.S. 207 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,7365,7365.00,3730.00,DSF0001087018
22,K207,P.S. 207 - BROOKLYN,Fast Track Projects,ELECTRICAL WORK FOR A/C INITIATIVE,Construction,Complete,9/9/2020,FTK,1/18/2022,FTK,838668.00,830663.00,DSF0000912683
22,K207,P.S. 207 - BROOKLYN,DOE - RESOA,FY20 RESO A WATER FOUNTAIN UPGRADES,Construction,Complete,1/28/2020,DOER,2/4/2020,DOER,12445.00,12445.00,DSF0000913242
22,K207,P.S. 207 - BROOKLYN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,9/23/2024,DOES,10/7/2024,DOES,65832.00,,DSF0001084604
22,K217,P.S. 217 - BROOKLYN,SCA CIP,HVAC BMS UPGRADE / HVAC UPGRADE,Scope,Complete,9/12/2023,2/15/2024,10/31/2024,137898,52201.00,4201.00,"DSF0001063587, DSF0001118928"
22,K217,P.S. 217 - BROOKLYN,SCA CIP,HVAC BMS UPGRADE / HVAC UPGRADE,Design,In-Progress,11/27/2024,5/1/2025,,647627,647627.00,16806.00,"DSF0001063587, DSF0001118928"
22,K217,P.S. 217 - BROOKLYN,SCA CIP,HVAC BMS UPGRADE / HVAC UPGRADE,Construction,PNS,PNS,PNS,PNS,10678642,10678642.00,500.00,"DSF0001063587, DSF0001118928"
22,K217,P.S. 217 - BROOKLYN,SCA CIP,HVAC BMS UPGRADE / HVAC UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,1007142,1007142.00,5801.00,"DSF0001063587, DSF0001118928"
22,K217,P.S. 217 - BROOKLYN,SCA CIP,FIRE ALARM SYSTEM REPLACEMENT,Scope,Complete,6/7/2024,9/9/2024,12/18/2024,15306,16155.00,1976.00,DSF0001112128
22,K217,P.S. 217 - BROOKLYN,SCA CIP,FIRE ALARM SYSTEM REPLACEMENT,Design,In-Progress,1/13/2025,7/17/2025,,76529,76529.00,7528.00,DSF0001112128
22,K217,P.S. 217 - BROOKLYN,SCA CIP,FIRE ALARM SYSTEM REPLACEMENT,Construction,PNS,PNS,PNS,PNS,1721903,1721903.00,0.00,DSF0001112128
22,K217,P.S. 217 - BROOKLYN,SCA CIP,FIRE ALARM SYSTEM REPLACEMENT,"CM,F&E",PNS,PNS,PNS,PNS,107141,107141.00,2804.00,DSF0001112128
22,K217,P.S. 217 - BROOKLYN,Fast Track Projects,LSP RESO A PLAYGROUND UPGRADE,Construction,PNS,FTK,FTK,FTK,FTK,432000.00,0.00,DSF0001114037
22,K217,P.S. 217 - BROOKLYN,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,50000.00,0.00,DSF0000890071
22,K217,P.S. 217 - BROOKLYN,DOE - RESOA,FY25 RESO A STEM LAB,Construction,PNS,PNS,PNS,PNS,DOER,450000.00,0.00,DSF0001112622
22,K222,P.S. 222 - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,7/24/2023,11/22/2023,8/2/2023,4870,2135.00,2135.00,DSF0001035011
22,K222,P.S. 222 - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,8/2/2023,1/31/2024,11/1/2023,21915,8540.00,8540.00,DSF0001035011
22,K222,P.S. 222 - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,Construction,In-Progress,3/1/2024,1/24/2025,,282460,265660.00,81235.00,DSF0001035011
22,K222,P.S. 222 - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,"CM,F&E",In-Progress,3/1/2024,1/24/2025,,155383,138443.00,74298.00,DSF0001035011
22,K222,P.S. 222 - BROOKLYN,SCA CIP RESOA,FY21 RESO A PLAYGROUND UPGRADE,Scope,Complete,9/2/2021,12/6/2021,3/2/2022,0,30431.00,30431.00,DSF0001008330
22,K222,P.S. 222 - BROOKLYN,SCA CIP RESOA,FY21 RESO A PLAYGROUND UPGRADE,Design,Complete,8/4/2023,12/21/2023,2/12/2024,60000,72019.00,65262.00,DSF0001008330
22,K222,P.S. 222 - BROOKLYN,SCA CIP RESOA,FY21 RESO A PLAYGROUND UPGRADE,Construction,In-Progress,7/31/2024,6/25/2025,,880000,601805.00,74544.00,DSF0001008330
22,K222,P.S. 222 - BROOKLYN,SCA CIP RESOA,FY21 RESO A PLAYGROUND UPGRADE,"CM,F&E",In-Progress,7/31/2024,6/25/2025,,60000,62067.00,23472.00,DSF0001008330
22,K222,P.S. 222 - BROOKLYN,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,100000.00,0.00,DSF0001112623
22,K222,P.S. 222 - BROOKLYN,DOE - RESOA,FY19 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,DOER,297157.00,0.00,DSF0000890766
22,K222,P.S. 222 - BROOKLYN,DOE - Skilled Trades,ELEVATOR MODERNIZATION,Construction,In-Progress,5/20/2023,DOES,,DOES,612137.00,423088.00,DSF0001063688
22,K234,I.S. 234 - BROOKLYN,SCA CIP,INTERIOR SPACES,Scope,Complete,3/24/2021,7/23/2021,10/14/2021,27406,50445.00,38656.00,DSF0001008580
22,K234,I.S. 234 - BROOKLYN,SCA CIP,INTERIOR SPACES,Design,Complete,12/1/2021,5/4/2022,9/23/2022,137029,220908.00,215892.00,DSF0001008580
22,K234,I.S. 234 - BROOKLYN,SCA CIP,INTERIOR SPACES,Construction,In-Progress,7/10/2023,4/9/2025,,3083153,3032038.00,1983618.00,DSF0001008580
22,K234,I.S. 234 - BROOKLYN,SCA CIP,INTERIOR SPACES,"CM,F&E",In-Progress,7/10/2023,4/9/2025,,191841,459616.00,459616.00,DSF0001008580
22,K234,I.S. 234 - BROOKLYN,SCA CIP,PARAPETS / WINDOWS / EXTERIOR MASONRY,Scope,Complete,6/18/2024,11/4/2024,9/19/2024,224645,61211.00,61211.00,"DSF0001091642, DSF0001113796, DSF0001119298"
22,K234,I.S. 234 - BROOKLYN,SCA CIP,PARAPETS / WINDOWS / EXTERIOR MASONRY,Design,Complete,11/13/2024,4/17/2025,2/18/2025,1048338,244842.00,244842.00,"DSF0001091642, DSF0001113796, DSF0001119298"
22,K234,I.S. 234 - BROOKLYN,SCA CIP,PARAPETS / WINDOWS / EXTERIOR MASONRY,Construction,PNS,PNS,PNS,PNS,16623637,16623637.00,16011.00,"DSF0001091642, DSF0001113796, DSF0001119298"
22,K234,I.S. 234 - BROOKLYN,SCA CIP,PARAPETS / WINDOWS / EXTERIOR MASONRY,"CM,F&E",PNS,PNS,PNS,PNS,1647387,1647387.00,40943.00,"DSF0001091642, DSF0001113796, DSF0001119298"
22,K234,I.S. 234 - BROOKLYN,SCA CIP,ROOFS,Scope,Complete,6/18/2024,11/4/2024,9/19/2024,68666,68666.00,68268.00,DSF0001091641
22,K234,I.S. 234 - BROOKLYN,SCA CIP,ROOFS,Design,Complete,11/13/2024,4/17/2025,1/30/2025,29502,29502.00,29502.00,DSF0001091641
22,K234,I.S. 234 - BROOKLYN,SCA CIP,ROOFS,Construction,PNS,PNS,PNS,PNS,12444,12444.00,10869.00,DSF0001091641
22,K234,I.S. 234 - BROOKLYN,SCA CIP,ROOFS,"CM,F&E",PNS,PNS,PNS,PNS,4065,4065.00,4065.00,DSF0001091641
22,K234,I.S. 234 - BROOKLYN,SCA IEH,"PO18-ABATE AND REPLACE ROOM 203 COMPUTER ROOM VCT TILE & SUB FLOORING, APPROX 10 SQFT CUSTODIAN:ADAM",Construction,Complete,1/28/2025,IEH,3/18/2025,IEH,9743.00,493.00,SCA0000073845
22,K234,I.S. 234 - BROOKLYN,SCA IEH,PO18-ABATE DAMAGED /CEILING/SOFIT WALL IN AUDITORIUM LOCATED ON LEFT AISLE THERE IS AN EXISTING WATE,Construction,Complete,2/1/2025,IEH,2/28/2025,IEH,32254.00,3588.00,SCA0000073861
22,K234,I.S. 234 - BROOKLYN,DOE - RESOA,FY18 RESO A LIBRARY UPGRADE,Construction,In-Progress,12/27/2021,DOER,,DOER,52410.00,0.00,DSF0000867187
22,K234,I.S. 234 - BROOKLYN,DOE - RESOA,FY21 RESO A BATHROOM UPGRADE,Construction,In-Progress,12/3/2021,DOER,,DOER,130678.00,0.00,DSF0001008341
22,K234,I.S. 234 - BROOKLYN,DOE - RESOA,FY21 RESO A CAFETERIA UPGRADE,Construction,In-Progress,9/6/2022,DOER,,DOER,423372.00,0.00,DSF0001008343
22,K234,I.S. 234 - BROOKLYN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,11/5/2021,DOES,,DOES,154677.00,0.00,DSF0001008680
22,K234,I.S. 234 - BROOKLYN,DOE - Skilled Trades,DEP GREEN INFRASTRUCTURE,Construction,In-Progress,6/28/2023,DOES,,DOES,533601.00,0.00,DSF0001034210
22,K236,P.S. 236 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,2/7/2023,5/24/2023,2/15/2023,5600,3221.00,3221.00,DSF0001034592
22,K236,P.S. 236 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,2/15/2023,8/11/2023,5/2/2023,25200,12884.00,12884.00,DSF0001034592
22,K236,P.S. 236 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Construction,Complete,9/28/2023,8/22/2024,2/19/2025,324800,296039.00,265774.00,DSF0001034592
22,K236,P.S. 236 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",Complete,9/28/2023,8/22/2024,2/19/2025,118295,96159.00,94539.00,DSF0001034592
22,K236,P.S. 236 - BROOKLYN,Fast Track Projects,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Construction,In-Progress,10/1/2020,FTK,,FTK,283620.00,273493.00,"DSF0000912807, DSF0000914326"
22,K236,P.S. 236 - BROOKLYN,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,5/6/2024,DIIR,11/12/2024,DIIR,49823.00,49823.00,DSF0001086037
22,K236,P.S. 236 - BROOKLYN,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,100000.00,0.00,DSF0001112637
22,K236,K771 SPED - BROOKLYN,DOE - RESOA,FY25 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,175000.00,0.00,DSF0001112638
22,K236,P.S. 236 - BROOKLYN,DOE - Skilled Trades,DEP/DOE WATER CONSERVATION FIXTURE RETROFIT PROGRAM,Construction,Complete,3/1/2022,DOES,5/23/2022,DOES,105242.00,103826.00,DSF0001009062
22,K240,I.S. 240 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001113579
22,K240,I.S. 240 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Design,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001113579
22,K240,I.S. 240 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001113579
22,K240,I.S. 240 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001113579
22,K240,I.S. 240 - BROOKLYN,SCA IEH,PO18-ABATE FUEL OIL PIPE INSULATION FOR BOILER CONVERSION LOCATION IS MARKED AT BOILER AND PUMP SET,Construction,In-Progress,2/25/2025,IEH,,IEH,20471.00,493.00,SCA0000073958
22,K240,I.S. 381 - BROOKLYN,SCA Furniture & Equipment,FY23 RESO A GREENHOUSE,F&E,PNS,PNS,PNS,PNS,100000,100000.00,0.00,DSF0001035490
22,K240,I.S. 240 - BROOKLYN,DIIT - RESOA,FY21 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,100000.00,0.00,DSF0001008312
22,K240,I.S. 240 - BROOKLYN,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,4/23/2024,DIIR,10/23/2024,DIIR,99648.00,99648.00,DSF0001086040
22,K240,I.S. 381 - BROOKLYN,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,100000.00,0.00,DSF0001086041
22,K240,I.S. 381 - BROOKLYN,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000.00,0.00,DSF0001112643
22,K240,I.S. 240 - BROOKLYN,DOE - RESOA,FY23 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,179837.00,0.00,DSF0001035489
22,K240,I.S. 240 - BROOKLYN,DOE - RESOA,FY25 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,1000000.00,0.00,DSF0001112642
22,K240,I.S. 240 - BROOKLYN,DOE - RESOA,FY25 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,250000.00,0.00,DSF0001112641
22,K240,I.S. 240 - BROOKLYN,DOE - Skilled Trades,GAS PIPING REPAIR,Construction,In-Progress,8/28/2019,DOES,,DOES,198996.00,7065.00,DSF0000894685
22,K240,I.S. 240 - BROOKLYN,DOE - Skilled Trades,WATER MAIN REPLACEMENT,Construction,In-Progress,3/22/2021,DOES,,DOES,156929.00,0.00,DSF0000988542
22,K251,P.S. 251 - BROOKLYN,SCA CIP RESOA,FY23 RESO A (MA) LIBRARY UPGRADE / PATH OF TRAVEL RESO A LIBRARY UPGRADE,Scope,Complete,2/6/2023,6/7/2023,5/22/2023,0,22772.00,22772.00,"DSF0001035500, DSF0001035501"
22,K251,P.S. 251 - BROOKLYN,SCA CIP RESOA,FY23 RESO A (MA) LIBRARY UPGRADE / PATH OF TRAVEL RESO A LIBRARY UPGRADE,Design,Complete,5/30/2023,10/5/2023,11/7/2023,43216,77695.00,66050.00,"DSF0001035500, DSF0001035501"
22,K251,P.S. 251 - BROOKLYN,SCA CIP RESOA,FY23 RESO A (MA) LIBRARY UPGRADE / PATH OF TRAVEL RESO A LIBRARY UPGRADE,Construction,In-Progress,11/17/2024,9/11/2025,,633832,489520.00,9384.00,"DSF0001035500, DSF0001035501"
22,K251,P.S. 251 - BROOKLYN,SCA CIP RESOA,FY23 RESO A (MA) LIBRARY UPGRADE / PATH OF TRAVEL RESO A LIBRARY UPGRADE,"CM,F&E",In-Progress,11/17/2024,9/11/2025,,43216,46085.00,10939.00,"DSF0001035500, DSF0001035501"
22,K251,P.S. 251 - BROOKLYN,SCA IEH,PO18-ABATE APPROX 30 LF OF PIPING IMPACTED BY SOW & ABATE THROUGH FLOOR PENETRATION INCLUDINF SOFT F,Construction,Complete,11/15/2024,IEH,12/5/2024,IEH,24056.00,2197.00,SCA0000073612
22,K251,P.S. 251 - BROOKLYN,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,11/11/2024,DIIR,1/2/2025,DIIR,100000.00,100000.00,DSF0001086047
22,K251,P.S. 251 - BROOKLYN,DOE - RESOA,FY20 RESO A ROOM RENOVATION,Construction,In-Progress,11/1/2021,DOER,,DOER,94456.00,0.00,DSF0000913250
22,K251,P.S. 251 - BROOKLYN,DOE - RESOA,FY22 RESO A MEDIA STUDIO,Construction,PNS,PNS,PNS,PNS,DOER,135000.00,0.00,DSF0001033525
22,K251,P.S. 251 - BROOKLYN,DOE - RESOA,FY25 RESO A CAFETERIA UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,350000.00,0.00,DSF0001112650
